Company,PrivacyPolicy,Contact,RequestForm,RequestType,CCPA,CPA,CTDPA,CDPA,UCPA,Metrics
FMAdata,https://www.fmadata.com/privacy-policy,privacy@fmadata.com,https://www.fmadata.com/opt-out-requests/new?locale=en,Internal form,True,False,False,False,False,
"Foursquare Labs, Inc. ",https://location.foursquare.com/legal/privacy-center/,privacy@foursquare.com,https://foursquare.atlassian.net/servicedesk/customer/portal/25,Atlassian,True,False,False,False,False,https://location.foursquare.com/legal/your-privacy-choices/
Gravy Analytics,https://gravyanalytics.com/privacy-policy/,privacy@gravyanalytics.com,https://gravyanalytics.com/request-your-information/,Internal form,True,False,False,False,False,
GroundTruth,https://www.groundtruth.com/privacy-policy/,privacyrights@groundtruth.com,https://www.groundtruth.com/privacy-rights/,Email,True,True,True,True,True,
HealthCare.com,https://www.healthcare.com/privacy-policy,privacy@healthcare.com,,Email,True,False,False,True,False,
HERE North America,https://legal.here.com/privacy/policy/,privacy@here.com,https://privacy.here.com/dsr,OneTrust,False,False,False,False,False,
hireEZ,https://app.hireez.com/policies/generalpolicy,privacy@hireez.com,https://app.hireez.com/ownyourdata,Internal form,True,False,False,False,False,
Hunter Web Services,https://hunter.io//privacy-policy,privacy@hunter.io,https://hunter.io/claim?ref=donotsell,Internal form,True,False,False,False,False,
Hybrid Theory,https://hybridtheory.com/privacy-notice/,privacy@hybridtheory.com,,Email,TRUE,FALSE,FALSE,FALSE,FALSE,
"i360, LLC",https://www.i-360.com/privacy-policy/,privacy@i-360.com,https://privacyportal-cdn.onetrust.com/dsarwebform/77dff651-9f08-40cd-99fe-a7c487b2504d/7211c3b3-750a-4422-8ccb-3dab5b4ec36c.html,OneTrust,True,False,False,False,False,https://www.i-360.com/ccpa/
Infofree.com,https://www.infofree.com/privacy/,privacy@infofree.com,https://privacycompliance.biz/infofree-ccpa-cpra/,Internal form,True,False,False,True,False,https://privacycompliance.biz/ccpa-privacy-policy-infofree/
Infopay,http://accucomcorp.com/privacy,privacy@infopay.com,,Email,True,False,False,False,False,https://www.infopay.com/privacy
Instant Checkmate,https://www.instantcheckmate.com/privacy-policy/,privacy@instantcheckmate.com,https://www.instantcheckmate.com/privacy-center/,Internal form,True,True,True,True,True,
Interactive Data,https://www.ididata.com/idis-privacy-statement/,privacy@ididata.com,https://www.ididata.com/personal-information-request/,Internal form,TRUE,FALSE,FALSE,TRUE,FALSE,https://www.ididata.com/wp-content/uploads/2021/07/California-Consumer-Privacy-Act-Metrics.pdf
Interactive Data,http://www.ididata.com/idis-privacy-statement/,privacy@ididata.com,https://www.ididata.com/personal-information-request/,Internal form,True,False,False,True,False,https://www.ididata.com/wp-content/uploads/2021/07/California-Consumer-Privacy-Act-Metrics.pdf
IP2Location,https://www.ip2location.com/privacy-policy,support@ip2location.com,https://www.ip2location.com/do-not-sell,Internal form,True,False,False,False,False,
J.D. Power,https://www.jdpower.com/privacy,jdpowerprivacy@jdpa.com,https://www.jdpower.com/privacy/dsar,OneTrust,TRUE,False,False,TRUE,False,
Jun Group,https://jungroup.com/pp/,privacy@jungroup.com,,Email,False,False,False,False,False,
Lead411,https://www.lead411.com/privacy-policy/,support@lead411.io,https://www.lead411.com/removeinforequest/,Internal form,True,False,False,False,False,
Leadspace,https://www.leadspace.com/privacy-notice/,compliance_privacy@leadspace.com,,Email,True,False,False,False,False,
Lender Feed,https://www.monitorbase.com/privacy-policy,CCPA@monitorbase.com,https://www.monitorbase.com/california-privacy-notice-ccpa,Internal form,True,False,False,False,False,
LimeLeads,https://www.limeleads.com/privacy-policy/,privacy@limeleads.com,https://www.limeleads.com/about-us/privacy-center/,Internal form,TRUE,False,False,False,False,https://www.limeleads.com/about-us/privacy-center/california-privacy-statement/
Live Ramp,https://liveramp.com/privacy/,,https://submit-irm.trustarc.com/services/validation/5c2b0c65-cac5-4a10-96cd-aa3821a77b2b,TrustArc,TRUE,FALSE,FALSE,FALSE,FALSE,https://liveramp.com/privacy/california-privacy-notice/
LiveIntent,https://www.liveintent.com/services-privacy-policy/,privacy@liveintent.com,https://privacy.liveintent.com/,Internal form,True,False,False,False,False,
LoopMe Inc,https://legal.loopme.com/privacy-center#contract-hyartvn1o,privacy@loopme.com,https://app.pactsafe.com/sign?r=5f468ea7026d897d4716f2cf&signature=nI~-fh1xmMO2OyBPZIg2NZPDqnLkblt1YKkb0m-8Q5jeidIlAYKS~v76iOnNj3viK2dMp1EM69F3mMOM6vhsyUNYw~YwlevuvaAC~MfujKLfaahOypK3elNtEUltM55taZo0QyPw64EMT7v9J-C1eYzduPKa8lMt5Eycenucgoq639fm3aTXHgyyObPoG9JOG2eW02-XsBdQTcTMJP0eEIw6N7f24niE0ugLoDqJxZmMQl8nPiIp9ooa3hQCYOfBLqlct5yrFWkCNw9ZcSR9X5m-55y2x8Z7totQKJDBZyBXIIqTSk8YOgFW-3fgFZa6KhbTLqtVS~aGEq8F17AUog__,Pactsafe,True,False,False,False,False,
"Lotame Solutions, Inc.",https://www.lotame.com/about-lotame/privacy/,privacy@lotame.com,https://submit-irm.trustarc.com/services/validation/4e8bb059-da5a-443b-a177-792fcf89c097,TrustArc,True,False,False,True,False,
Lusha,https://www.lusha.com/legal/privacy_notice/,,https://www.lusha.com/privacy-center/request-access-data/,OneTrust,False,False,False,False,False,
MCH Data,http://www.mchdata.com/about/privacy-policy,privacy@mchdata.com,https://www.mchdata.com/about/ccpaemail,Internal form,True,False,False,False,False,
Media Direct,https://www.digdevdirect.com/privacy-policy/,support@datasys.com,,Phone,True,False,False,False,False,
Media Source Solutions,https://www.mediasourcesolutions.com/privacy-policy/,privacy@mediasourcesolutions.com,,Email,TRUE,False,False,False,False,
MediaMath,https://www.mediamath.com/privacy-policy/,privacy@mediamath.com,https://www.mediamath.com/accessrequest/,OneTrust,True,False,False,True,False,
Melissa Corporation,https://www.melissa.com/privacy, CCPArequest@melissa.com,https://apps.melissa.com/user/consumerprivacy.aspx,Internal form,True,False,False,True,False,
Merkle Inc.,https://www.merkleinc.com/privacy,dpous@merkleinc.com ,https://www.merkle.com/getting-know-your-privacy-rights/control-your-data,OneTrust,True,False,False,True,False,
Monevo,https://www.monevo.co.uk/privacy-policy,http://dpo@monevo.co.uk/,https://www.monevo.co.uk/privacy-policy#How%20can%20I%20contact%20you?,Internal form,False,False,False,False,False,
Moodys Analytics,https://pulse.moodysanalytics.com/privacy/,privacy@moodys.com,,Email,True,False,False,False,False,
"Nativo, Inc.",https://www.nativo.com/privacy-policy,privacy@nativo.com,https://submit-irm.trustarc.com/services/validation/e1b081d3-40df-4137-add0-7e34cf4d13b2,TrustArc,True,False,False,False,False,
NC Audience Exchange,https://ncaudienceexchange.com/privacy/,privacypolicy@newscorp.com,https://privacyportal.onetrust.com/webform/8930e991-baac-4a05-89f0-fc400879fa8a/fdeb5828-43a8-4430-a455-fa93b6c84eab,OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,https://ncaudienceexchange.com/doc/News_IQ_CCPA_Request_Metrics2020.pdf
Next Roll,https://www.nextroll.com/privacy,,https://privacyportal.onetrust.com/webform/73859656-3459-48d9-8689-fe41934126f0/80c6342a-860d-4ab2-af3d-29a06a95f862,OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.nextroll.com/privacy/ccpa-metrics
Nexxa Group,https://www.nexxagroup.com/privacy-policy,ConsumerChoice@nexxagroup.com,https://privacyportal.onetrust.com/webform/c02129bc-bbab-43a6-a0b4-175489cb893e/156ac96a-9d7e-4fe6-bab8-a44df779202b,OneTrust,False,False,False,False,False,
NFocus Consulting,https://n-focus.com/privacy-policy/,consumer@n-focus.com,https://www.n-focus.com/access-request/,Internal form,True,False,False,True,False,https://www.n-focus.com/privacy-policy/
Optimal Fusion,http://www.optimalfusion.com/privacy/,dataprotectionofficer@optimalfusion.com,,Email,True,False,False,False,False,
Oracle (Data Cloud),https://www.oracle.com/legal/privacy/,,https://www.oracle.com/legal/data-privacy-inquiry-form.html,TrustArc,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.oracle.com/legal/privacy/ccpa/
PacificEast Research,http://www.pacificeast.com/privacy-policy/,info@pacificeast.com,,Email,True,False,False,False,False,https://www.pacificeast.com/wp-content/uploads/2021/07/CCPA-Declaration-2020.pdf
Path2Response,https://path2response.com/privacy-policy/,privacy@path2response,https://privacyportal-cdn.onetrust.com/dsarwebform/2de26f06-de6f-45a7-8e1d-7d1148a3f301/draft/7a5dc7d1-cc7e-43a8-9f24-702807deb65b.html,OneTrust,TRUE,False,False,TRUE,False,
People Data Labs,https://www.peopledatalabs.com/privacy/privacy-policy,privacy@peopledatalabs.com,https://www.peopledatalabs.com/privacy/data-request-form,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.peopledatalabs.com/ccpa-metrics
"Peoplefinders, LLC., and its subsidiaries and affiliates",http://www.peoplefinders.com/about/privacy,,https://www.peoplefinders.com/request-my-info,Internal form,True,False,False,False,False,https://www.peoplefinders.com/about/privacy
Postie,https://postie.com/privacy-policy/,info@postie.com,https://optout.postie.com/ccpa_data.html,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,https://postie.com/do-not-sell-my-information/
Quotient,https://www.quotient.com/privacy-policy/?src=quotient-privacypreference,privacy@quotient.com,https://www.quotient.com/privacy-portal/,OneTrust,TRUE,FALSE,FALSE,TRUE,FALSE,https://www.quotient.com/ccpa-metric/
RealSource,https://realsourcedata.com/privacy-policy/,privacy@realsourcedata.com,,Email,True,False,False,False,False,
RecruitBot,https://recruitbot.com/privacy/,privacy@recruitbot.com,https://recruitbot.com/opt-out/,Email,True,False,False,False,False,
ResearchUSA,https://researchusallc.com/privacy-policy/,privacy@researchusallc.com,https://privacycompliance.biz/researchsusallc-ccpa-cpra/,Internal form,True,False,False,True,False,
Response Solutions Group,https://responsesolutionsllc.com/privacy-policy/,privacy@alesco.com,https://mydataprivacy.com/,Internal form,True,False,False,False,False,
Results Only Consulting,https://www.rocadvertising.com/privacy-policy/,dataprivacy_rocadvertising@simpleoptoutcompliance.com,,Email,True,False,False,False,False,
Reveal Mobile,https://revealmobile.com/privacy/,privacy@revealmobile.com,https://revealmobile.com/ccpa/,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,https://revealmobile.com/privacy/
RR Donnelley,https://www.rrd.com/privacy-policy,DataPrivacy@rrd.com,,Email,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.rrd.com/privacy-policy/ccpa-data-requests
S&P Global,https://www.spglobal.com/en/privacy/privacy-policy-english,privacy@spglobal.com,https://privacyportal.onetrust.com/webform/5cb57702-8ef7-437e-a62b-408fe78cd310/93391c3d-d6c8-45b1-a169-39a0b7f9fb74,OneTrust,True,False,False,False,False,
SafeGraph Inc.,http://www.safegraph.com/privacy-policy,privacy@safegraph.com,https://www.safegraph.com/ccpa-request-information,Internal form,True,False,False,False,False,
Sawyer Data Direct,https://www.sawyerdatadirect.com/privacy-policy.html,privacy@sawyerdatadirect.com,https://www.sawyerdatadirect.com/contact.html,Internal form,True,False,False,False,False,
Seamless.AI,https://www.seamless.ai/policies?tab=policies-privacypolicy,privacy@seamlessleads.com ,https://seamlesscontacts-privacy.my.onetrust.com/webform/7d8440a5-8747-45b5-a839-b7c5bcee53cc/29584dfb-bac6-412d-b5c5-e637d565c043,OneTrust,True,False,False,False,False,
Searchbug,http://searchbug.com/privacy.aspx,,https://www.searchbug.com/contact-us.aspx,Internal form,True,False,False,False,False,
Semasio,https://www.semasio.com/privacy,privacy@semasio.com,,Email,TRUE,FALSE,FALSE,FALSE,FALSE,https://documents.semasio.com/?hs_preview=ggPpGmPJ-31309677598
SentiLink Corp,https://www.sentilink.com/privacy,privacy@sentilink.com,,Email,True,False,False,False,False,
ShareThis,https://sharethis.com/privacy/,privacy@sharethis.com,,Email,TRUE,TRUE,TRUE,TRUE,TRUE,https://sharethis.com/privacy/#ccpa
SimioCloud,https://simiocloud.com/simiocloud-products-services-privacy-policy/,Privacy@simiocloud.com,https://simiocloud.com/access-deletion-form/,Internal form,True,False,False,True,False,https://simiocloud.com/simiocloud-products-services-privacy-policy/
SourceIT Technologies,https://www.sourceitmarketing.com/privacy-policy/,dataprivacy@sourceitmarketing.com,https://mailclickconvert.com/privacy/,Internal form,True,False,False,False,False,
Sovrn,https://www.sovrn.com/privacy-policy/privacy-policy/,privacy@sovrn.com ,https://privacy.sovrn.com/data-rights-request,Internal form,TRUE,FALSE,FALSE,TRUE,FALSE,https://www.sovrn.com/privacy-policy/ccpa-metrics/
Specialists Marketing Services,https://www.sms-inc.com/privacy-policy/,dataprivacyteam@sms-inc.com,https://www.sms-inc.com/privacy-policy-ca/,Internal form,True,False,False,False,False,
Spokeo,https://www.spokeo.com/privacy-policy,privacy@spokeo.com,https://www.spokeo.com/privacy/control/verify,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.spokeo.com/privacy-policy
SpyDialer,https://www.spydialer.com/privacy.aspx,info@spydialer.com,https://www.spydialer.com/Consumers/,Internal form,True,False,False,True,False,
Stirista,https://www.stirista.com/privacy-policy/,privacy@stirista.com,,Email,True,False,False,False,False,https://www.stirista.com/privacy-policy/
Swordfish,https://swordfish.ai/policy,contact@swordfish.ai,,Email,True,False,False,False,False,
TargetSmart Communications,https://privacy.targetsmart.com/privacy-policy,privacy@targetsmart.com,https://privacy.targetsmart.com/,Internal form,False,False,False,False,False,
TechTarget,https://www.techtarget.com/privacy-policy/,privacy@techtarget.com,https://techtarget.zendesk.com/hc/en-us/requests/new?ticket_form_id=360004852434,Zendesk,True,False,False,False,False,
The Trade Desk,https://www.thetradedesk.com/us/privacy,privacy@thetradedesk.com,https://privacyportal-eu.onetrust.com/webform/2abc1a63-35c5-4ef7-b11b-1c55714738b5/61b81601-fe65-4dfe-a922-e1c5a68fa8cb,OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.thetradedesk.com/us/california-privacy-disclosures
Throtle,https://throtle.io/privacy/,privacy@throtle.io,https://throtle.io/data-privacy-manager/request-to-know/,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,https://throtle.io/yearly-ccpa-statistics/
Transunion,https://www.transunion.com/privacy/transunion,,https://www.transunion.com/consumer-privacy,Internal form,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.transunion.com/ccpa-metrics
"TrueData Solutions, Inc.",https://www.truedata.co/privacy-policy/,privacy@truedata.co,https://info-prod.truedata.co/access-delete-request,Internal form,True,False,False,False,False,
TruthFinder,https://www.truthfinder.com/privacy-policy/,privacy@truthfinder.com,https://www.truthfinder.com/privacy-center,Internal form,True,True,True,True,True,
Ubermedia,https://near.com/privacy-policy/,privacy@near.com,https://near.wirewheel.io/privacy-page/5e8f0d2cc18786002dac39e7,Wirewheel,True,False,False,False,False,
Unity (Ads & Analytics Manual),https://unity.com/legal/privacy-policy,DPO@unity3d.com,,Email,TRUE,TRUE,TRUE,TRUE,TRUE,https://unity.com/legal/privacy-report
UpLead,https://www.uplead.com/privacy/,privacy@uplead.com,https://www.uplead.com/delete-my-information/,Email,True,False,False,False,False,
US Data Corporation,https://www.usdatacorporation.com/privacy-policy/,privacy@usdatacorporation.com,,Email,True,False,False,False,False,https://www.usdatacorporation.com/privacy-policy/
VDX.tv,https://www.vdx.tv/policies,privacy@VDX.tv,,Email,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.vdx.tv/policies
Venntel,http://venntel.com/privacy-policy,privacy@venntel.com,,Email,True,False,False,False,False,
Veraset,http://www.veraset.com/verasetnew/privacy-policy,privacy@veraset.com,https://www.veraset.com/verified-request-right-to-know-access/?et_fb=1&PageSpeed=off,Internal form,True,False,False,False,False,
Versium,https://versium.com/privacy-policy,privacy@versium.com,https://versium.com/ccpa-opt-out,Internal form,True,False,False,True,False,https://versium.com/ccpa-privacy-policy
Video Amp,https://videoamp.com/privacy-policy/,privacy@videoamp.com,https://videoamp.com/ccpa-web-form/,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,https://videoamp.com/consumer-rights-under-ccpa/
Webbula,https://webbula.com/privacy-policy/,support@webbula.com,https://webbula.com/ca-eu-data-request/,Internal form,True,True,True,True,True,
Whitepages,https://www.whitepages.com/privacy,support@whitepages.com,https://whitepagesprivacy.zendesk.com/hc/en-us/requests/new,Zendesk,True,False,False,False,False,https://www.whitepages.com/privacy/ccpa
Windfall Data,https://www.windfall.com/privacy,privacy@windfalldata.com,https://www.windfall.com/do-not-sell-my-info,Email,True,False,False,False,False,
Xome,http://www.xome.com/pages/privacy-policy,privacy@xome.com,https://www.xome.com/pages/ccpa-faq,Internal form,True,False,False,False,False,
