Company,PrivacyPolicy,Contact,RequestForm,RequestType,CCPA,CPA,CTDPA,CDPA,UCPA,Metrics
LiveNation,https://help.livenation.com/s/article/Live-Nation-Entertainment-Privacy-Policy-Your-Privacy-Rights?language=en_US&tm_link=tm_i_privacy&tm_link=tm_i_privacy,privacy@livenation.com,https://privacyportal.onetrust.com/webform/ba6f9c5b-dda5-43bd-bac4-4e06afccd928/b3c0feda-599b-43d9-ae70-2e33b14b3b6b,OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,https://help.livenation.com/s/article/CCPA-Statistics?language=en_US
MLB,https://www.mlb.com/official-information/privacy-policy,dataprivacy@mlb.com,https://privacyportal-cdn.onetrust.com/dsarwebform/53a301ae-6882-46f9-af93-24f64f792aee/0b9faea2-b2d3-4f5d-84d2-1c523a648a05.html,OneTrust,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.mlb.com/official-information/privacy-policy
NBA,https://www.nba.com/privacy-policy,DataPrivacy@nba.com,https://privacyportal.onetrust.com/webform/4b9fe937-73ed-43ed-863a-241ac6bfb482/784f7dd4-5b8b-4569-8087-4560abeab57e,OneTrust,TRUE,False,False,False,False,https://www.nba.com/dsar-reporting
NBC Universal,https://www.nbcuniversal.com/privacy,,https://privacyportal.onetrust.com/webform/17e5cb00-ad90-47f5-a58d-77597d9d2c16/2aa79e13-e7d2-4d45-b928-7df9a72bec32,OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.nbcuniversal.com/privacy/ccpa-metric
Netflix,https://help.netflix.com/en/legal/privacy,privacy@netflix.com,https://help.netflix.com/en/node/100624,Account settings,True,True,True,True,True,
NFL,https://www.nfl.com/legal/privacy/,,https://privacyportal.onetrust.com/webform/46acd508-0e8d-40cd-af22-1a8bdfa6da60/8201a7af-1c5b-4692-9400-e1991d1bded9,OneTrust,TRUE,False,False,False,False,https://www.nfl.com/legal/privacy/
NHL,https://www.nhl.com/info/privacy-policy,,https://www.nhl.com/info/contact-us,Internal form,TRUE,False,False,False,False,
Pandora,https://www.pandora.com/privacy,privacy@pandora.com,https://privacyportal.onetrust.com/webform/613d75ce-3c5b-4623-bcef-a0d3694b4214/072d9c72-9c02-45e8-b489-03bb23faf3c6,OneTrust,True,False,False,True,False,https://www.pandora.com/privacy/ccpa
Paramount Plus,https://privacy.paramount.com/en/policy,,https://privacyportal.onetrust.com/webform/869be997-c257-4071-b658-a5427317b5c6/bda9b2b4-9be6-4f30-9d55-94b308f9af4d,OneTrust,True,True,True,True,True,https://privacy.paramount.com/metrics/ccpa/
Peacock,https://www.nbcuniversal.com/privacy?brandA=Peacock&intake=Peacock,privacy@nbcuni.com ,https://privacyportal.onetrust.com/webform/17e5cb00-ad90-47f5-a58d-77597d9d2c16/2aa79e13-e7d2-4d45-b928-7df9a72bec32,OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,https://privacy.thewaltdisneycompany.com/en/current-privacy-policy/your-us-state-privacy-rights/
Regal Cinema,https://www.regmovies.com/static/en/us/privacy,privacy@regalcinemas.com,,Email,TRUE,FALSE,FALSE,FALSE,FALSE,
Roku,https://docs.roku.com/published/userprivacypolicy/en/us,privacy@roku.com,https://privacy.roku.com/contact,Internal form,True,False,False,True,False,
Samsung,https://www.samsung.com/us/account/privacy-policy/,NAPrivacy@sea.samsung.com,https://www.samsung.com/us/privacy/ccpa/,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,
Soundcloud,https://soundcloud.com/pages/privacy,dataprotection@soundcloud.com ,https://help.soundcloud.com/hc/en-us/requests/new?ticket_form_id=477167,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,
Spotify,https://www.spotify.com/us/legal/privacy-policy/,privacy@spotify.com,,Account settings,True,False,False,False,False,https://www.spotify.com/us/legal/privacy-policy/
Starz,https://www.starz.com/us/en/privacy,privacy@starz.com,https://submit-irm.trustarc.com/services/validation/ae459e19-429f-4e7e-bdd5-aae67f528d57,TrustArc,TRUE,TRUE,TRUE,TRUE,TRUE,
TCL,https://www.tcl.com/us/en/terms-privacy,privacy.na@tcl.com,https://privacyportal-de.onetrust.com/webform/51a2e8fb-ad5e-4969-b97c-5405297554a1/7d87c8c8-ff83-4ec3-b300-b5f7cc0c4c64,OneTrust,True,False,False,False,False,
Ticketmasker,https://help.ticketmaster.com/s/article/Ticketmaster-Privacy-Policy?language=en_US,privacy@livenation.com,https://privacyportal.onetrust.com/webform/ba6f9c5b-dda5-43bd-bac4-4e06afccd928/a912475c-660e-40a7-b320-844ea439062a,OneTrust,True,False,False,False,False,https://help.livenation.com/s/article/CCPA-Statistics?language=en_US
Tubi,https://tubitv.com/static/privacy,,https://privacyportal-cdn.onetrust.com/dsarwebform/8d9cb670-94ff-4659-969d-6b15fd288fcc/6a65e472-7808-4dab-b885-0020d4ed9469.html,OneTrust,True,False,False,True,False,
Twitch.tv,https://www.twitch.tv/p/en/legal/state-specific-privacy-disclosures/,privacy@twitch.tv ,https://help.twitch.tv/s/contactsupport,Internal form,True,False,False,True,False,
Viacom CBS,https://www.viacomcbsprivacy.com/en/policy,,https://privacy.paramount.com/privacyrightscenter,OneTrust,True,True,True,True,True,https://www.viacomcbsprivacy.com/metrics/ccpa/
Vimeo,https://vimeo.com/privacy,privacy@vimeo.com,https://vimeo.com/help/contact?category=cf_account&subcategory=cf_privacy_related_request,Internal form,TRUE,FALSE,FALSE,FALSE,FALSE,
Vizio,https://www.vizio.com/en/terms/privacy-policy,privacy@vizio.com ,https://privacyportal-cdn.onetrust.com/dsarwebform/41aebd10-58ee-4c98-9dd5-aa66c9be664a/0099df9c-c0aa-4bf7-bd5f-7f4ff46768f6.html,OneTrust,True,False,False,True,False,
Warner Brothers,https://policies.warnerbros.com/privacy/en-us/,wmprivacy@warnermedia.com,https://www.warnermediaprivacy.com/request/,Internal form,TRUE,FALSE,FALSE,TRUE,FALSE,https://www.warnermediaprivacy.com/ccpa-metrics/
