Company,PrivacyPolicy,Contact,RequestForm,RequestType,CCPA,CPA,CTDPA,CDPA,UCPA,Metrics
Panera,https://www.panerabread.com/en-us/legal/your-privacy.html,privacy@panerabread.com,https://privacyportal-cdn.onetrust.com/dsarwebform/fc20682e-f5f6-4af8-b143-730cb76bc480/cab878cc-e9b3-42ac-8198-8d2ca70fb3dd.html,OneTrust,True,True,True,True,True,
Papa John’s,https://www.papajohns.com/privacy-policy.html,privacy@papajohns.com,https://privacyportal-cdn.onetrust.com/dsarwebform/24528fbe-3e9a-4ba1-b316-39ca27517543/616bdf6f-852c-4b48-b91b-3edbbadbd74f.html,OneTrust,True,False,False,True,False,
Pepsico,https://www.pepsico.com/legal/privacy,,https://submit-irm.trustarc.com/services/validation/1d1278fc-851b-47d4-893d-c3b662f2425a,TrustArc,TRUE,FALSE,FALSE,FALSE,FALSE,
Pizza Hut,https://www.pizzahut.com/index.php#/privacy-policy,privacypolicy@yum.com,https://privacyportal.onetrust.com/webform/94ba57b5-e5fc-4459-a91d-28bc381b6185/10629b8e-4a97-4eee-baef-555b78b65407,OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,
Popeyes,https://www.popeyes.com/privacy-policy,privacy@rbi.com ,https://privacyportal-eu-cdn.onetrust.com/dsarwebform/7ae425dd-1c76-46b0-a1b4-2422a364fae3/draft/1d4481aa-204a-4cb5-a40a-82e4369d16b2.html,OneTrust,True,True,True,True,True,
Raising Canes,https://www.raisingcanes.com/privacy-policy/,,https://privacyportal.onetrust.com/webform/5b573564-ef93-4cc4-9448-fbd6ede4b5e8/c3a96827-3bdd-44a9-b69d-57ed6af6bbd9,OneTrust,TRUE,TRUE,TRUE,TRUE,FALSE,
Shake Shack,https://shakeshack.com/privacy-policy,privacy@shakeshack.com,https://privacyportal.onetrust.com/webform/b3a9f5b0-b5f6-4102-abbf-d87d74e3e6b9/cac2ba7b-1c93-45d7-99d9-47090e5928f1,OneTrust,True,False,False,False,False,
Starbucks,https://www.starbucks.com/terms/privacy-policy/,privacy@starbucks.com,https://privacyportal-cdn.onetrust.com/dsarwebform/f9975fc5-c93f-4ff8-8169-846d8f6cd4d2/dd7e8c8f-839f-4be3-9ebc-060786941e92.html,OneTrust,TRUE,False,False,False,False,
Subway,https://www.subway.com/en-DM/Legal/PrivacyStatement-FWH,privacy@subway.com,https://privacyportal-cdn.onetrust.com/dsarwebform/7d120555-065a-4ef8-b127-16aa186c5df2/d863adc4-053e-4c18-9a90-8bf4ff7da6c4.html,OneTrust,TRUE,FALSE,FALSE,FALSE,FALSE,
Tim Hortons,https://timhortonsgcc.com/privacy-policy/,support@timhortonsgcc.com,,Email,FALSE,FALSE,FALSE,FALSE,FALSE,
Uber Eats,https://www.uber.com/legal/es/document/?country=united-states&lang=en&name=privacy-notice,,,Account settings,TRUE,FALSE,FALSE,FALSE,FALSE,
Wendys,https://www.wendys.com/privacy-policy,privacy@wendys.com,https://www.wendys.com/privacy-policy/privacy-requests,OneTrust,True,False,False,True,False,
Whataburger,https://whataburger.com/home/privacypolicy,,,Email,True,False,False,False,False,
Wingstop,https://www.wingstop.com/privacy,privacy@wingstop.com ,https://privacyportal-eu.onetrust.com/webform/607a2afe-aa1a-4dfd-8b63-a64b4d563981/eb8cb848-4a00-4d70-aa80-9d7bc6b6f8fe,OneTrust,True,False,False,False,False,
Yelp,https://terms.yelp.com/privacy/en_us/20220831_en_us/,dataprotection@yelp.com,,Account settings,TRUE,TRUE,TRUE,TRUE,FALSE,
Yogurtland,https://www.yogurt-land.com/privacy,info@yogurt-land.com ,,Email,TRUE,FALSE,FALSE,FALSE,FALSE,
Zaxby’s,https://www.zaxbys.com/legal/privacy-policy,privacy@zaxbys.com,https://zaxbys.logicmanager.com/incidents/?t=18&p=1&k=031B4AF5197EC30A926F48CF40E11A7DBC470048A21E4003B7A3C07C5DAB1BAA,LogicManager,TRUE,True,True,True,True,
