Company,PrivacyPolicy,Contact,RequestForm,RequestType,CCPA,CPA,CTDPA,CDPA,UCPA,Metrics
Nike,https://agreementservice.svs.nike.com/rest/agreement?agreementType=privacyPolicy&uxId=com.nike.commerce.nikedotcom.web&country=US&language=en&requestType=redirect,privacy@nike.com,https://www.nike.com/help/privacy,Internal form,False,False,False,False,False,
OfferUp,https://offerup.com/privacy,privacy@offerup.com,,Email,TRUE,FALSE,FALSE,TRUE,FALSE,
Sams Club,https://corporate.samsclub.com/sams-club-privacy-notice,privacy@samsclub.com,https://cpa-ui.walmart.com/affirmation?brandCode=SAMS&requestType=ACCESS&params=2gFX+gahzj4+D7r2UtHZ1K+exnSFiRmoaI40zDWC1k4=,Internal form,TRUE,FALSE,FALSE,TRUE,FALSE,https://corporate.samsclub.com/how-many-california-consumer-privacy-act-requests-did-we-fulfill-last-year
SHEIN,https://us.shein.com/Privacy-Center-a-1045.html,,,Internal form,FALSE,FALSE,FALSE,FALSE,FALSE,
Shop.com,https://www.shop.com/info/privacy-policy,privacy@marketamerica.com,https://www.shop.com/info/privacy/request?withdrawalType=request_my_data&siteType=SHP,Internal form,True,True,False,True,False,
Staples,https://www.staples.com/hc?id=dbb94c10-973c-478b-a078-00e58f66ba32,ConsumerRightsRequest@Staples.com,https://submit-irm.trustarc.com/services/validation/63f5f086-01c0-41ca-b840-7c7a101bd941,TrustArc,TRUE,FALSE,FALSE,TRUE,FALSE,https://www.staples.com/hc?id=dbb94c10-973c-478b-a078-00e58f66ba32
StockX,https://stockx.com/privacy,DPO@stockx.com,https://stockx.static.services.wirewheel.io/,Wirewheel.io,TRUE,FALSE,FALSE,FALSE,FALSE,
Target,https://www.target.com/c/target-privacy-policy/-/N-4sr7p,privacy.request@target.com,https://www.target.com/guest-privacy/privacy-intake-form,Internal form,True,False,False,True,False,https://www.target.com/c/target-privacy-policy/-/N-4sr7p
Temu,https://www.temu.com/privacy-and-cookie-policy.html?title=Privacy%20%26%20Cookie%20Policy&_bg_fs=0&_x_sessn_id=379o9zgn26&refer_page_name=bgp-privacy-policy-and-setting&refer_page_id=10181_1677451066919_spk26uelpv&refer_page_sn=10181,privacy@temu.com,,Email,True,False,False,False,False,
Vans,https://www.vans.com/en-us/company/privacy,,https://www.vfc.com/privacy-requests,Internal form,True,False,False,False,False,
Walmart,https://corporate.walmart.com/privacy-security/walmart-privacy-notice,consumerprivacy@wal-mart.com,,Account settings,True,False,False,True,False,https://corporate.walmart.com/privacy-security/california-privacy-rights/metrics
Whirlpool Corp,https://whirlpoolcorp.com/privacy-notice-united-states-and-canada/,whirlpool_privacy@whirlpool.com,https://privacyportal-de.onetrust.com/webform/27a5367b-1368-47a0-a893-b944fb7aeb6d/08f41c32-d6ca-4109-a1ca-0a5f4da5abb3,OneTrust,TRUE,TRUE,TRUE,TRUE,TRUE,https://whirlpoolcorp.com/ccpa-dsar-metrics/
Wish,https://www.wish.com/privacy_policy,privacy@wish.com ,https://submit-irm.trustarc.com/services/validation/367c86cf-7b4a-4904-b63f-11fea5cb16fc,TrustArc,True,False,False,False,False,
